student_id,course,gender,region,highest_education,age_band,num_prev_attempts,studied_credits,disability,final_result
103435,DDD,F,South West Region,A Level or Equivalent,0-35,1,60,N,Pass
103436,BBB,M,South West Region,Lower Than A Level,0-35,0,150,N,Distinction
103437,DDD,F,South West Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103438,EEE,M,Scotland,A Level or Equivalent,0-35,0,90,N,Withdrawn
103439,EEE,M,Scotland,A Level or Equivalent,0-35,0,120,N,Distinction
103440,EEE,M,Scotland,HE Qualification,55<=,0,90,N,Distinction
103441,AAA,M,South Region,A Level or Equivalent,0-35,0,60,N,Distinction
103442,CCC,M,Wales,A Level or Equivalent,0-35,0,60,N,Pass
103443,BBB,F,South West Region,Lower Than A Level,0-35,0,120,N,Withdrawn
103444,EEE,F,North Region,A Level or Equivalent,35-55,0,120,N,Withdrawn
103445,DDD,M,London Region,Lower Than A Level,0-35,0,150,N,Distinction
103446,BBB,F,Wales,A Level or Equivalent,0-35,1,60,N,Pass
103447,CCC,F,Scotland,A Level or Equivalent,0-35,1,120,N,Withdrawn
103448,DDD,F,South West Region,HE Qualification,0-35,1,60,N,Fail
103449,CCC,M,South West Region,A Level or Equivalent,0-35,2,90,N,Pass
103450,CCC,F,Ireland,Lower Than A Level,0-35,1,60,N,Withdrawn
103451,AAA,M,Scotland,HE Qualification,35-55,1,60,N,Withdrawn
103452,CCC,F,Ireland,HE Qualification,35-55,0,90,N,Distinction
103453,BBB,F,London Region,HE Qualification,35-55,0,60,N,Distinction
103454,EEE,M,North Region,A Level or Equivalent,35-55,0,150,N,Distinction
103455,EEE,M,North Region,No Formal quals,35-55,1,60,N,Pass
103456,DDD,M,Ireland,Lower Than A Level,35-55,1,120,N,Pass
103457,AAA,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass
103458,EEE,F,North Region,HE Qualification,35-55,1,60,N,Distinction
103459,BBB,M,South Region,Lower Than A Level,0-35,0,60,Y,Pass
103460,CCC,M,South West Region,HE Qualification,0-35,0,120,Y,Distinction
103461,EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
103462,EEE,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
103463,AAA,F,Scotland,Lower Than A Level,0-35,0,60,N,Distinction
103464,BBB,M,South Region,HE Qualification,35-55,0,60,N,Distinction
103465,DDD,M,North Region,HE Qualification,0-35,0,90,N,Distinction
103466,CCC,F,Wales,Lower Than A Level,0-35,0,90,N,Withdrawn
103467,BBB,M,South Region,Lower Than A Level,0-35,1,120,N,Withdrawn
103468,CCC,F,London Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103469,EEE,F,South West Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
103470,BBB,M,Wales,HE Qualification,0-35,0,60,N,Withdrawn
103471,DDD,F,Scotland,Lower Than A Level,35-55,1,120,N,Fail
103472,DDD,F,Wales,Lower Than A Level,35-55,0,90,N,Pass
103473,EEE,F,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
103474,BBB,M,London Region,A Level or Equivalent,35-55,0,120,N,Fail
103475,BBB,M,Scotland,HE Qualification,0-35,0,90,N,Distinction
103476,CCC,M,North Region,A Level or Equivalent,35-55,0,60,N,Pass
103477,CCC,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
103478,CCC,M,London Region,Post Graduate Qualification,35-55,1,120,N,Pass
103479,DDD,F,Scotland,A Level or Equivalent,0-35,0,90,N,Distinction
103480,DDD,F,Wales,HE Qualification,35-55,1,60,N,Pass
103481,BBB,M,Wales,A Level or Equivalent,0-35,0,60,N,Distinction
103482,DDD,M,South West Region,Lower Than A Level,0-35,0,60,N,Pass
103483,BBB,M,Scotland,HE Qualification,35-55,0,90,N,Pass
103484,CCC,M,Wales,A Level or Equivalent,35-55,0,60,Y,Fail
103485,AAA,F,South West Region,A Level or Equivalent,0-35,0,60,Y,Pass
103486,BBB,M,East Anglian Region,Lower Than A Level,35-55,1,60,N,Pass
103487,EEE,M,Ireland,A Level or Equivalent,0-35,0,150,N,Distinction
103488,CCC,F,South Region,No Formal quals,0-35,2,60,N,Withdrawn
103489,DDD,M,South West Region,Lower Than A Level,0-35,0,60,Y,Pass
103490,AAA,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
103491,DDD,M,Wales,Lower Than A Level,35-55,0,90,N,Pass
103492,BBB,F,London Region,A Level or Equivalent,0-35,0,120,N,Pass
103493,DDD,M,Wales,HE Qualification,35-55,0,150,N,Distinction
103494,EEE,F,South West Region,A Level or Equivalent,0-35,0,60,N,Fail
103495,CCC,F,East Anglian Region,No Formal quals,35-55,0,60,N,Withdrawn
103496,AAA,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
103497,CCC,F,North Region,A Level or Equivalent,35-55,0,120,N,Distinction
103498,AAA,F,Wales,Lower Than A Level,35-55,0,90,N,Pass
103499,CCC,M,South West Region,Lower Than A Level,0-35,0,60,N,Distinction
103500,AAA,F,Scotland,HE Qualification,0-35,0,90,N,Fail
103501,DDD,M,South West Region,Lower Than A Level,35-55,0,60,N,Pass
103502,BBB,M,South West Region,Lower Than A Level,35-55,1,90,N,Pass
103503,BBB,F,North Region,No Formal quals,0-35,3,60,N,Withdrawn
103504,AAA,M,South Region,A Level or Equivalent,35-55,0,60,N,Fail
103505,EEE,M,Ireland,Lower Than A Level,35-55,1,60,Y,Pass
103506,EEE,M,Wales,HE Qualification,35-55,0,60,N,Pass
103507,EEE,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
103508,AAA,F,Ireland,HE Qualification,0-35,1,90,N,Withdrawn
103509,BBB,F,Scotland,HE Qualification,55<=,0,90,N,Pass
103510,EEE,M,London Region,Lower Than A Level,0-35,0,90,N,Fail
103511,CCC,F,Ireland,Lower Than A Level,0-35,0,60,N,Pass
103512,AAA,M,Wales,Lower Than A Level,55<=,1,120,N,Pass
103513,AAA,M,London Region,HE Qualification,0-35,0,120,N,Fail
103514,BBB,F,Wales,A Level or Equivalent,0-35,1,90,N,Withdrawn
103515,EEE,F,London Region,HE Qualification,35-55,0,90,N,Distinction
103516,AAA,M,North Region,A Level or Equivalent,35-55,2,120,N,Pass
103517,EEE,M,North Region,Lower Than A Level,55<=,0,90,N,Distinction
103518,DDD,F,Scotland,Lower Than A Level,35-55,0,60,N,Pass
103519,EEE,F,Wales,Lower Than A Level,0-35,1,90,N,Distinction
103520,EEE,M,South West Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
103521,BBB,F,North Region,A Level or Equivalent,0-35,0,120,N,Distinction
103522,EEE,F,East Anglian Region,No Formal quals,35-55,1,90,N,Pass
103523,AAA,F,Ireland,Lower Than A Level,0-35,1,150,N,Withdrawn
103524,BBB,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Distinction
103525,BBB,F,North Region,Lower Than A Level,0-35,0,90,N,Fail
103526,AAA,F,East Anglian Region,HE Qualification,0-35,0,90,Y,Distinction
103527,AAA,F,North Region,Lower Than A Level,0-35,0,120,N,Pass
103528,AAA,M,Scotland,A Level or Equivalent,35-55,0,120,N,Distinction
103529,AAA,M,East Anglian Region,Lower Than A Level,0-35,1,60,N,Withdrawn
103530,BBB,F,North Region,Lower Than A Level,55<=,0,150,N,Withdrawn
103531,AAA,M,London Region,A Level or Equivalent,35-55,0,150,N,Distinction
103532,AAA,F,South West Region,A Level or Equivalent,0-35,0,150,N,Pass
103533,EEE,F,East Anglian Region,A Level or Equivalent,35-55,2,90,N,Pass
103534,AAA,M,London Region,Lower Than A Level,0-35,0,120,N,Distinction
103535,AAA,F,Scotland,Post Graduate Qualification,0-35,0,60,N,Distinction
103536,AAA,F,North Region,Lower Than A Level,0-35,0,60,N,Pass
103537,AAA,M,Ireland,A Level or Equivalent,35-55,0,60,N,Distinction
103538,CCC,F,Ireland,HE Qualification,35-55,0,90,N,Distinction
103539,EEE,F,East Anglian Region,A Level or Equivalent,0-35,0,150,N,Distinction
103540,DDD,M,Scotland,Lower Than A Level,35-55,0,90,N,Distinction
103541,CCC,F,London Region,A Level or Equivalent,35-55,0,60,N,Distinction
103542,AAA,M,South Region,Lower Than A Level,35-55,0,120,Y,Fail
103543,DDD,M,London Region,A Level or Equivalent,0-35,0,90,N,Pass
103544,AAA,F,South West Region,A Level or Equivalent,35-55,0,60,N,Distinction
103545,DDD,M,London Region,HE Qualification,35-55,0,90,N,Withdrawn
103546,CCC,M,East Anglian Region,HE Qualification,0-35,0,90,N,Fail
103547,EEE,M,Ireland,Lower Than A Level,35-55,0,90,N,Pass
103548,BBB,F,North Region,Lower Than A Level,0-35,0,120,N,Pass
103549,DDD,M,East Anglian Region,A Level or Equivalent,35-55,1,60,N,Distinction
103550,CCC,F,Ireland,A Level or Equivalent,35-55,0,60,N,Fail
103551,CCC,M,Scotland,A Level or Equivalent,0-35,0,90,Y,Distinction
103552,EEE,M,Scotland,A Level or Equivalent,0-35,2,120,N,Pass
103553,DDD,M,South Region,A Level or Equivalent,35-55,0,60,N,Distinction
103554,CCC,M,Scotland,No Formal quals,35-55,2,120,N,Fail
103555,CCC,M,South West Region,A Level or Equivalent,35-55,1,90,N,Distinction
103556,DDD,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103557,BBB,M,South Region,Lower Than A Level,0-35,0,60,N,Distinction
103558,AAA,F,Wales,A Level or Equivalent,0-35,2,60,N,Pass
103559,CCC,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
103560,AAA,F,London Region,Lower Than A Level,0-35,0,60,N,Pass
103561,AAA,M,South West Region,Lower Than A Level,35-55,0,90,N,Pass
103562,CCC,F,South Region,HE Qualification,0-35,0,90,N,Fail
103563,DDD,F,North Region,No Formal quals,0-35,1,90,N,Withdrawn
103564,DDD,F,Scotland,A Level or Equivalent,0-35,0,60,N,Distinction
103565,BBB,F,Wales,Lower Than A Level,0-35,0,60,N,Fail
103566,CCC,M,Ireland,A Level or Equivalent,35-55,0,120,N,Fail
103567,AAA,F,South Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
103568,DDD,M,North Region,Post Graduate Qualification,35-55,0,120,N,Distinction
103569,BBB,F,Scotland,A Level or Equivalent,0-35,0,60,N,Withdrawn
103570,DDD,F,South West Region,HE Qualification,35-55,0,120,N,Distinction
103571,EEE,F,Ireland,No Formal quals,0-35,0,120,N,Fail
103572,DDD,M,Scotland,A Level or Equivalent,0-35,2,60,N,Withdrawn
103573,BBB,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103574,EEE,F,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
103575,DDD,F,South West Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
103576,DDD,M,East Anglian Region,A Level or Equivalent,35-55,0,90,N,Fail
103577,EEE,M,Wales,Post Graduate Qualification,0-35,0,60,N,Pass
103578,EEE,M,Ireland,Lower Than A Level,35-55,0,60,N,Pass
103579,AAA,F,South Region,A Level or Equivalent,0-35,1,60,N,Fail
103580,EEE,M,North Region,Lower Than A Level,0-35,0,90,N,Distinction
103581,DDD,M,East Anglian Region,Lower Than A Level,35-55,0,90,N,Distinction
103582,BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
103583,BBB,M,Wales,HE Qualification,55<=,0,90,N,Withdrawn
103584,DDD,F,South West Region,A Level or Equivalent,0-35,0,150,N,Fail
103585,BBB,M,South Region,Lower Than A Level,0-35,3,60,N,Withdrawn
103586,CCC,F,South West Region,Lower Than A Level,0-35,0,90,N,Pass
103587,DDD,F,Scotland,A Level or Equivalent,0-35,0,60,N,Withdrawn
103588,DDD,F,South West Region,A Level or Equivalent,0-35,0,60,N,Distinction
103589,EEE,M,East Anglian Region,HE Qualification,0-35,0,120,N,Withdrawn
103590,AAA,M,South Region,A Level or Equivalent,0-35,0,150,N,Pass
103591,BBB,M,East Anglian Region,No Formal quals,0-35,0,60,N,Withdrawn
103592,EEE,F,London Region,HE Qualification,0-35,0,60,N,Pass
103593,CCC,M,South Region,A Level or Equivalent,0-35,1,60,N,Distinction
103594,BBB,M,Ireland,A Level or Equivalent,0-35,1,90,N,Pass
103595,BBB,M,Ireland,HE Qualification,0-35,0,60,N,Fail
103596,BBB,F,London Region,Post Graduate Qualification,0-35,0,60,N,Pass
103597,CCC,F,Scotland,A Level or Equivalent,0-35,0,60,Y,Withdrawn
103598,BBB,F,London Region,A Level or Equivalent,0-35,0,90,N,Pass
103599,DDD,F,North Region,A Level or Equivalent,0-35,0,120,Y,Pass
103600,CCC,F,Ireland,HE Qualification,35-55,0,60,N,Withdrawn
103601,DDD,M,South Region,No Formal quals,0-35,0,120,N,Withdrawn
103602,AAA,M,East Anglian Region,No Formal quals,0-35,0,120,N,Distinction
103603,DDD,M,South West Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103604,EEE,M,Ireland,Lower Than A Level,0-35,0,120,N,Pass
103605,AAA,M,North Region,HE Qualification,0-35,0,90,N,Distinction
103606,BBB,M,East Anglian Region,A Level or Equivalent,35-55,1,90,N,Pass
103607,DDD,M,Scotland,No Formal quals,35-55,0,90,N,Pass
103608,DDD,M,London Region,Lower Than A Level,55<=,0,60,Y,Withdrawn
103609,DDD,F,South Region,HE Qualification,35-55,0,60,Y,Fail
103610,CCC,F,East Anglian Region,HE Qualification,0-35,0,60,N,Fail
103611,DDD,F,East Anglian Region,Lower Than A Level,35-55,0,90,N,Withdrawn
103612,DDD,M,Wales,Lower Than A Level,0-35,0,120,N,Withdrawn
103613,AAA,M,South West Region,HE Qualification,35-55,0,60,N,Distinction
103614,DDD,F,East Anglian Region,Lower Than A Level,0-35,3,60,Y,Fail
103615,CCC,F,North Region,HE Qualification,0-35,0,60,N,Fail
103616,AAA,M,North Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
103617,CCC,M,Ireland,A Level or Equivalent,0-35,0,60,N,Distinction
103618,CCC,M,Ireland,Lower Than A Level,0-35,0,120,N,Pass
103619,AAA,F,London Region,Post Graduate Qualification,35-55,0,60,Y,Withdrawn
103620,EEE,M,South West Region,HE Qualification,0-35,0,60,Y,Distinction
103621,BBB,F,South Region,HE Qualification,35-55,0,60,N,Distinction
103622,BBB,M,South West Region,HE Qualification,0-35,0,60,N,Pass
103623,CCC,F,Wales,A Level or Equivalent,0-35,0,60,Y,Withdrawn
103624,EEE,F,East Anglian Region,No Formal quals,0-35,0,120,N,Withdrawn
103625,DDD,F,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
103626,DDD,M,Wales,A Level or Equivalent,0-35,0,60,N,Distinction
103627,BBB,F,North Region,Lower Than A Level,0-35,0,90,N,Withdrawn
103628,EEE,F,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
103629,EEE,M,Wales,HE Qualification,35-55,0,90,Y,Pass
103630,CCC,M,Wales,Lower Than A Level,0-35,0,120,Y,Withdrawn
103631,CCC,M,North Region,HE Qualification,35-55,1,150,N,Pass
103632,AAA,M,London Region,Post Graduate Qualification,35-55,0,90,Y,Pass
103633,DDD,M,Wales,A Level or Equivalent,0-35,1,60,N,Pass
103634,EEE,F,North Region,Lower Than A Level,35-55,0,60,N,Pass
103635,CCC,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Pass
103636,CCC,F,North Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103637,CCC,F,Ireland,HE Qualification,35-55,0,60,Y,Pass
103638,AAA,F,East Anglian Region,A Level or Equivalent,0-35,1,60,N,Pass
103639,DDD,F,Scotland,A Level or Equivalent,55<=,0,150,Y,Fail
103640,DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
103641,EEE,F,East Anglian Region,A Level or Equivalent,0-35,1,60,N,Distinction
103642,EEE,M,Wales,Lower Than A Level,35-55,0,150,N,Fail
103643,CCC,M,Wales,Lower Than A Level,0-35,0,120,N,Pass
103644,EEE,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
103645,CCC,F,North Region,No Formal quals,0-35,2,120,N,Fail
103646,DDD,M,Scotland,Lower Than A Level,0-35,0,150,N,Distinction
103647,DDD,F,North Region,Lower Than A Level,35-55,0,90,N,Withdrawn
103648,EEE,F,Wales,Lower Than A Level,0-35,0,120,N,Pass
103649,DDD,M,Ireland,A Level or Equivalent,0-35,2,60,N,Withdrawn
103650,AAA,M,Wales,Lower Than A Level,35-55,3,90,N,Fail
103651,AAA,M,South Region,HE Qualification,35-55,1,90,Y,Fail
103652,CCC,F,Ireland,Lower Than A Level,35-55,0,90,N,Withdrawn
103653,CCC,M,South West Region,A Level or Equivalent,0-35,0,60,N,Pass
103654,DDD,F,Scotland,Lower Than A Level,35-55,1,90,N,Withdrawn
103655,CCC,M,South Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
103656,CCC,F,Scotland,Lower Than A Level,35-55,1,120,N,Withdrawn
103657,EEE,F,South West Region,HE Qualification,0-35,1,60,N,Fail
103658,BBB,F,Wales,No Formal quals,0-35,0,60,N,Distinction
103659,CCC,F,South Region,Lower Than A Level,0-35,0,60,N,Pass
103660,CCC,M,South Region,Post Graduate Qualification,0-35,0,90,N,Pass
103661,CCC,F,Ireland,Lower Than A Level,0-35,0,60,N,Distinction
103662,EEE,M,Scotland,A Level or Equivalent,0-35,0,120,N,Distinction
103663,EEE,M,East Anglian Region,HE Qualification,35-55,0,90,N,Pass
103664,CCC,M,North Region,Lower Than A Level,0-35,0,60,N,Pass
103665,CCC,F,London Region,A Level or Equivalent,0-35,0,90,N,Distinction
103666,CCC,F,Scotland,Lower Than A Level,0-35,0,60,N,Withdrawn
103667,AAA,F,East Anglian Region,HE Qualification,35-55,0,60,N,Fail
103668,CCC,M,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
103669,BBB,M,Wales,No Formal quals,0-35,0,90,N,Withdrawn
103670,AAA,F,Scotland,Lower Than A Level,35-55,0,120,N,Distinction
103671,AAA,F,North Region,No Formal quals,35-55,1,60,N,Pass
103672,CCC,F,North Region,Lower Than A Level,0-35,0,120,N,Pass
103673,AAA,M,North Region,A Level or Equivalent,35-55,2,60,N,Pass
103674,DDD,M,North Region,Lower Than A Level,55<=,0,60,N,Withdrawn
103675,CCC,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Distinction
103676,BBB,F,North Region,Lower Than A Level,35-55,0,120,N,Withdrawn
103677,DDD,M,East Anglian Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
103678,CCC,F,North Region,Lower Than A Level,35-55,0,90,N,Pass
103679,DDD,M,North Region,A Level or Equivalent,35-55,2,60,N,Pass
103680,DDD,M,Ireland,Post Graduate Qualification,35-55,0,60,N,Distinction
103681,AAA,F,Ireland,Lower Than A Level,35-55,1,60,N,Fail
103682,BBB,M,Scotland,Lower Than A Level,0-35,0,120,N,Pass
103683,CCC,M,North Region,Lower Than A Level,0-35,0,90,N,Fail
103684,EEE,F,East Anglian Region,Lower Than A Level,35-55,0,60,Y,Distinction
103685,AAA,M,London Region,A Level or Equivalent,0-35,0,60,Y,Withdrawn
103686,AAA,F,Scotland,HE Qualification,0-35,0,60,N,Distinction
103687,EEE,M,Wales,Lower Than A Level,35-55,0,120,N,Distinction
103688,EEE,M,East Anglian Region,Lower Than A Level,0-35,1,60,Y,Pass
103689,AAA,M,London Region,A Level or Equivalent,0-35,0,120,N,Pass
103690,CCC,M,London Region,Lower Than A Level,0-35,0,60,N,Distinction
103691,DDD,M,North Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
103692,AAA,F,London Region,No Formal quals,35-55,0,60,N,Withdrawn
103693,BBB,M,Wales,Lower Than A Level,0-35,0,60,Y,Withdrawn
103694,BBB,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
103695,DDD,F,North Region,HE Qualification,35-55,0,60,N,Distinction
103696,BBB,M,Scotland,HE Qualification,0-35,3,150,N,Fail
103697,CCC,M,South Region,HE Qualification,35-55,2,120,N,Pass
103698,BBB,F,London Region,HE Qualification,0-35,0,60,Y,Withdrawn
103699,DDD,F,East Anglian Region,A Level or Equivalent,0-35,0,90,N,Withdrawn
103700,AAA,M,North Region,A Level or Equivalent,0-35,0,90,Y,Pass
103701,BBB,M,Wales,HE Qualification,35-55,0,90,N,Fail
103702,BBB,M,East Anglian Region,HE Qualification,35-55,0,60,Y,Pass
103703,EEE,F,South West Region,HE Qualification,0-35,1,60,N,Withdrawn
103704,EEE,M,South Region,A Level or Equivalent,0-35,1,60,N,Fail
103705,CCC,F,Wales,HE Qualification,0-35,0,120,N,Distinction
103706,AAA,M,Ireland,Lower Than A Level,0-35,0,60,N,Pass
103707,DDD,M,Scotland,Lower Than A Level,0-35,0,90,N,Distinction
103708,CCC,F,London Region,Lower Than A Level,35-55,0,120,Y,Pass
103709,EEE,M,North Region,Lower Than A Level,35-55,0,60,Y,Withdrawn
103710,BBB,M,South West Region,A Level or Equivalent,0-35,1,60,N,Pass
103711,EEE,F,South West Region,Lower Than A Level,0-35,2,60,N,Withdrawn
103712,EEE,F,North Region,A Level or Equivalent,0-35,0,90,N,Pass
103713,BBB,M,South Region,A Level or Equivalent,0-35,1,60,N,Distinction
103714,DDD,F,North Region,Lower Than A Level,0-35,0,60,N,Pass
103715,BBB,F,South Region,Lower Than A Level,35-55,0,60,N,Pass
103716,BBB,F,East Anglian Region,A Level or Equivalent,0-35,1,90,N,Distinction
103717,BBB,M,South West Region,HE Qualification,0-35,0,90,Y,Withdrawn
103718,DDD,F,London Region,A Level or Equivalent,0-35,0,60,N,Distinction
103719,BBB,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
103720,DDD,F,South West Region,Lower Than A Level,35-55,0,60,N,Pass
103721,CCC,F,Wales,Lower Than A Level,35-55,0,60,Y,Pass
103722,DDD,M,South West Region,Lower Than A Level,35-55,0,60,N,Pass
103723,EEE,F,London Region,Post Graduate Qualification,35-55,0,90,N,Pass
103724,AAA,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Pass
103725,EEE,M,South Region,Lower Than A Level,35-55,0,60,N,Distinction
103726,AAA,F,Ireland,No Formal quals,35-55,0,60,N,Distinction
103727,CCC,F,Scotland,A Level or Equivalent,0-35,1,60,N,Distinction
103728,BBB,F,London Region,A Level or Equivalent,0-35,0,60,N,Distinction
103729,DDD,F,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Distinction
103730,DDD,F,East Anglian Region,No Formal quals,35-55,1,60,N,Fail
103731,EEE,M,Scotland,Lower Than A Level,0-35,1,60,N,Pass
103732,CCC,F,North Region,Lower Than A Level,35-55,0,60,N,Withdrawn
103733,EEE,M,London Region,HE Qualification,35-55,0,60,N,Distinction
103734,BBB,M,Ireland,HE Qualification,35-55,0,60,N,Pass
103735,BBB,M,South Region,Post Graduate Qualification,0-35,0,90,N,Distinction
103736,BBB,M,South West Region,Lower Than A Level,0-35,0,60,N,Withdrawn
103737,CCC,M,Wales,No Formal quals,35-55,0,90,N,Pass
103738,DDD,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Withdrawn
103739,EEE,F,East Anglian Region,HE Qualification,0-35,0,60,Y,Distinction
103740,BBB,M,South West Region,No Formal quals,35-55,0,60,N,Pass
103741,BBB,M,London Region,Lower Than A Level,0-35,0,60,N,Pass
103742,EEE,F,Ireland,Lower Than A Level,0-35,1,120,N,Withdrawn
103743,CCC,M,London Region,A Level or Equivalent,35-55,0,60,N,Distinction
103744,BBB,F,Ireland,HE Qualification,0-35,0,60,N,Pass
103745,EEE,F,North Region,Lower Than A Level,35-55,0,60,N,Distinction
103746,CCC,M,South West Region,HE Qualification,0-35,0,60,N,Distinction
103747,EEE,F,London Region,Lower Than A Level,0-35,0,120,N,Pass
103748,EEE,F,Scotland,A Level or Equivalent,0-35,0,150,N,Withdrawn
103749,EEE,F,Wales,Lower Than A Level,0-35,0,60,N,Withdrawn
103750,CCC,M,Ireland,No Formal quals,0-35,0,60,N,Distinction
103751,DDD,F,London Region,Lower Than A Level,35-55,0,60,N,Pass
103752,EEE,F,London Region,A Level or Equivalent,35-55,0,60,N,Pass
103753,BBB,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Pass
103754,AAA,F,London Region,No Formal quals,0-35,0,60,N,Withdrawn
103755,BBB,F,South West Region,HE Qualification,35-55,0,60,N,Pass
103756,DDD,M,London Region,Lower Than A Level,0-35,1,60,N,Withdrawn
103757,CCC,M,Ireland,Lower Than A Level,0-35,0,60,N,Pass
103758,AAA,F,Wales,A Level or Equivalent,0-35,0,90,N,Fail
103759,CCC,M,Ireland,A Level or Equivalent,0-35,0,120,N,Withdrawn
103760,AAA,F,South Region,HE Qualification,0-35,0,60,N,Withdrawn
103761,CCC,M,North Region,A Level or Equivalent,0-35,2,120,N,Withdrawn
103762,CCC,F,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
103763,DDD,F,London Region,HE Qualification,0-35,1,60,N,Distinction
103764,CCC,F,London Region,A Level or Equivalent,0-35,0,90,N,Pass
103765,CCC,F,North Region,Lower Than A Level,0-35,0,60,N,Distinction
103766,DDD,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Withdrawn
103767,DDD,M,East Anglian Region,Lower Than A Level,35-55,2,120,N,Withdrawn
103768,EEE,F,London Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
103769,BBB,F,London Region,Lower Than A Level,35-55,0,60,N,Pass
103770,CCC,M,East Anglian Region,A Level or Equivalent,0-35,2,60,N,Withdrawn
103771,BBB,F,North Region,Lower Than A Level,0-35,0,120,N,Pass
103772,CCC,F,South West Region,HE Qualification,0-35,0,60,N,Pass
103773,AAA,M,North Region,Lower Than A Level,0-35,0,120,N,Distinction
103774,CCC,M,North Region,A Level or Equivalent,0-35,1,60,N,Withdrawn
103775,AAA,F,South Region,Lower Than A Level,0-35,0,90,N,Withdrawn
103776,CCC,F,North Region,Lower Than A Level,0-35,0,60,Y,Pass
103777,EEE,M,East Anglian Region,Lower Than A Level,0-35,2,120,Y,Fail
103778,EEE,F,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
103779,CCC,F,East Anglian Region,HE Qualification,0-35,0,60,N,Distinction
103780,AAA,M,London Region,Lower Than A Level,0-35,0,60,N,Fail
103781,BBB,M,Wales,HE Qualification,55<=,0,60,N,Distinction
103782,AAA,F,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
103783,DDD,M,Ireland,A Level or Equivalent,0-35,0,120,N,Distinction
103784,EEE,M,Scotland,A Level or Equivalent,0-35,0,60,N,Distinction
103785,CCC,M,London Region,Lower Than A Level,0-35,0,120,N,Distinction
103786,AAA,F,East Anglian Region,HE Qualification,35-55,0,60,N,Distinction
103787,AAA,M,South Region,HE Qualification,0-35,0,120,N,Withdrawn
103788,EEE,F,Ireland,HE Qualification,55<=,0,120,N,Distinction
103789,BBB,F,Scotland,Lower Than A Level,35-55,0,90,N,Distinction
103790,AAA,M,South West Region,A Level or Equivalent,0-35,1,150,N,Distinction
103791,AAA,M,East Anglian Region,Lower Than A Level,35-55,1,60,N,Fail
103792,BBB,M,Scotland,A Level or Equivalent,35-55,2,90,N,Pass
103793,DDD,M,Wales,Lower Than A Level,55<=,1,60,N,Pass
103794,EEE,F,South Region,Lower Than A Level,0-35,2,60,N,Withdrawn
103795,BBB,F,London Region,A Level or Equivalent,55<=,0,90,Y,Distinction
103796,DDD,F,South West Region,No Formal quals,0-35,0,120,N,Distinction
103797,AAA,F,Ireland,Lower Than A Level,0-35,0,150,Y,Pass
103798,AAA,F,South West Region,A Level or Equivalent,35-55,0,90,N,Pass
103799,AAA,F,North Region,A Level or Equivalent,0-35,0,120,Y,Withdrawn
103800,EEE,F,North Region,No Formal quals,0-35,0,120,Y,Fail
103801,CCC,M,North Region,A Level or Equivalent,0-35,0,120,N,Pass
